""	"(Intercept)"	""	""	""
"114"	"250495919247.179"	"0bfda0ad5ed3298da39c11285607bbe1"	"38859.9957581826"	"4"
"114"	"148150591851.567"	"72bde7acc1d04a9d2ebf887d4c9d1f26"	"22982.9347648704"	"4"
"114"	"338999331360.575"	"c95d89b48c2d17ced121dfc412988e34"	"52589.7292789812"	"4"
"114"	"85832478377.8481"	"abde5694ae24ede10380d6169a962a61"	"13315.3855587811"	"4"
"114"	"81014167817.5642"	"f0aafac5e477b10ebdf40d5c19ac691a"	"12567.9101967195"	"4"
"114"	"88446474258.8876"	"eacd5803f2bfd374c1d3f857c6c69a7d"	"13720.9006232755"	"4"
"115"	"77432059663.6655"	"503c8fe299de8d184aa209c45c789895"	"12297.8384013144"	"4"
"115"	"393965640492.171"	"fa73e34efceb1f603d7780f1b31d7b97"	"62570.0233661288"	"4"
"115"	"313280598759.383"	"d461ddb2e2acf85081277436bb67c8e9"	"49755.543046955"	"4"
"115"	"328699505568.033"	"75ea687f01a18a20e3e6b0472ab227c3"	"52204.3894948131"	"4"
"115"	"90338822044.286"	"78766a443d6ae52c3bbbd62d5a42f603"	"14347.7035183018"	"4"
"115"	"85362826716.1131"	"6bfd409649d9f78a3ece4def9a95c50d"	"13557.4108837345"	"4"
"115"	"331477539426.529"	"c88404202b599b502c906efeb2de65a7"	"52645.5996552241"	"4"
"115"	"325575384756.187"	"33e215bbe45bb53916672fe07e92f7a7"	"51708.2134527816"	"4"
"115"	"93406696623.844"	"9b95b45d49ea778930b0ab62246aab47"	"14834.9464765645"	"4"
"115"	"82746102078.3403"	"14dfd30d0243e80f7861ca3ea3f863d1"	"13141.8200176792"	"4"
"115"	"88329823364.131"	"b142b8ec4eebcbe68583f96c548d8c08"	"14028.6323063991"	"4"
"115"	"326664556101.159"	"b2a6359ff4183a7864ddfa089daa73ff"	"51881.1967525928"	"4"
"115"	"243657417690.558"	"9203396956554c75d375d3d38d9c870d"	"38697.918679362"	"4"
"115"	"85313861841.0108"	"9c7ffc9bdce63d1a6628296c4c6cc7ce"	"13549.6342325133"	"4"
"115"	"320695924399.679"	"557197e5a34c4c874fd5baa223121d2e"	"50933.2526005119"	"4"
"115"	"77089437443.0356"	"e2cda6f09989aa2c9628f86791fc3bee"	"12243.4227920653"	"4"
"115"	"71870594320.1863"	"b3d0bd95991390f085452e2b39eadd0e"	"11414.5608239686"	"4"
"115"	"152880791712.002"	"1eb5544a29877e233523190dde2a974e"	"24280.6826953284"	"4"
"115"	"78051821895.7521"	"8b58f547eed7c9e06e34ce787d55ec9d"	"12396.2696688093"	"4"
